,date,high,low,open,close,volume,adjclose
0,2016-12-30,117.19999694824219,115.43000030517578,116.6500015258789,115.81999969482422,30586300.0,113.52413177490234
1,2016-12-29,117.11000061035156,116.4000015258789,116.44999694824219,116.7300033569336,15039500.0,114.41609191894531
2,2016-12-28,118.0199966430664,116.19999694824219,117.5199966430664,116.76000213623047,20905900.0,114.44550323486328
3,2016-12-27,117.80000305175781,116.48999786376953,116.5199966430664,117.26000213623047,18296900.0,114.93558502197266
4,2016-12-23,116.5199966430664,115.58999633789062,115.58999633789062,116.5199966430664,14181200.0,114.21024322509766
5,2016-12-22,116.51000213623047,115.63999938964844,116.3499984741211,116.29000091552734,26085900.0,113.98481750488281
6,2016-12-21,117.4000015258789,116.77999877929688,116.80000305175781,117.05999755859375,23783200.0,114.73955535888672
7,2016-12-20,117.5,116.68000030517578,116.73999786376953,116.94999694824219,21425000.0,114.63172912597656
8,2016-12-19,117.37999725341797,115.75,115.80000305175781,116.63999938964844,27779400.0,114.32787322998047
9,2016-12-16,116.5,115.6500015258789,116.47000122070312,115.97000122070312,44351100.0,113.67115783691406
10,2016-12-15,116.7300033569336,115.2300033569336,115.37999725341797,115.81999969482422,46524500.0,113.52413177490234
11,2016-12-14,116.19999694824219,114.9800033569336,115.04000091552734,115.19000244140625,34031800.0,112.9066162109375
12,2016-12-13,115.91999816894531,113.75,113.83999633789062,115.19000244140625,43733800.0,112.9066162109375
13,2016-12-12,115.0,112.48999786376953,113.29000091552734,113.30000305175781,26374400.0,111.05408477783203
14,2016-12-09,114.69999694824219,112.30999755859375,112.30999755859375,113.94999694824219,34402600.0,111.69120025634766
15,2016-12-08,112.43000030517578,110.5999984741211,110.86000061035156,112.12000274658203,27068300.0,109.89747619628906
16,2016-12-07,111.19000244140625,109.16000366210938,109.26000213623047,111.02999877929688,29998700.0,108.82907104492188
17,2016-12-06,110.36000061035156,109.19000244140625,109.5,109.94999694824219,26195500.0,107.7704849243164
18,2016-12-05,110.02999877929688,108.25,110.0,109.11000061035156,34324500.0,106.94713592529297
19,2016-12-02,110.08999633789062,108.8499984741211,109.16999816894531,109.9000015258789,26528000.0,107.72148132324219
20,2016-12-01,110.94000244140625,109.02999877929688,110.37000274658203,109.48999786376953,37086900.0,107.3196029663086
21,2016-11-30,112.19999694824219,110.2699966430664,111.5999984741211,110.5199966430664,36162300.0,108.32918548583984
22,2016-11-29,112.02999877929688,110.06999969482422,110.77999877929688,111.45999908447266,28528800.0,109.25056457519531
23,2016-11-28,112.47000122070312,111.38999938964844,111.43000030517578,111.56999969482422,27194000.0,109.3583755493164
24,2016-11-25,111.87000274658203,110.94999694824219,111.12999725341797,111.79000091552734,11475900.0,109.57402038574219
25,2016-11-23,111.51000213623047,110.33000183105469,111.36000061035156,111.2300033569336,27426400.0,109.02511596679688
26,2016-11-22,112.41999816894531,111.4000015258789,111.94999694824219,111.80000305175781,25965500.0,109.58381652832031
27,2016-11-21,111.98999786376953,110.01000213623047,110.12000274658203,111.7300033569336,29264600.0,109.51519775390625
28,2016-11-18,110.54000091552734,109.66000366210938,109.72000122070312,110.05999755859375,28428900.0,107.87830352783203
29,2016-11-17,110.3499984741211,108.83000183105469,109.80999755859375,109.94999694824219,27632000.0,107.7704849243164
30,2016-11-16,110.2300033569336,106.5999984741211,106.69999694824219,109.98999786376953,58840500.0,107.80968475341797
31,2016-11-15,107.68000030517578,106.16000366210938,106.56999969482422,107.11000061035156,32264500.0,104.98677825927734
32,2016-11-14,107.80999755859375,104.08000183105469,107.70999908447266,105.70999908447266,51175500.0,103.61453247070312
33,2016-11-11,108.87000274658203,106.55000305175781,107.12000274658203,108.43000030517578,34094100.0,106.2806167602539
34,2016-11-10,111.08999633789062,105.83000183105469,111.08999633789062,107.79000091552734,57134500.0,105.6532974243164
35,2016-11-09,111.31999969482422,108.05000305175781,109.87999725341797,110.87999725341797,59176400.0,108.68206024169922
36,2016-11-08,111.72000122070312,109.69999694824219,110.30999755859375,111.05999755859375,24054500.0,108.85847473144531
37,2016-11-07,110.51000213623047,109.45999908447266,110.08000183105469,110.41000366210938,32560000.0,108.22138214111328
38,2016-11-04,110.25,108.11000061035156,108.52999877929688,108.83999633789062,30837000.0,106.68248748779297
39,2016-11-03,111.45999908447266,109.55000305175781,110.9800033569336,109.83000183105469,26932600.0,107.65286254882812
41,2016-11-02,112.3499984741211,111.2300033569336,111.4000015258789,111.58999633789062,28331700.0,108.81927490234375
42,2016-11-01,113.7699966430664,110.52999877929688,113.45999908447266,111.48999786376953,43825800.0,108.72175598144531
43,2016-10-31,114.2300033569336,113.19999694824219,113.6500015258789,113.54000091552734,26419400.0,110.72085571289062
44,2016-10-28,115.20999908447266,113.44999694824219,113.87000274658203,113.72000122070312,37861700.0,110.89639282226562
45,2016-10-27,115.86000061035156,114.0999984741211,115.38999938964844,114.4800033569336,34562000.0,111.63751983642578
46,2016-10-26,115.69999694824219,113.30999755859375,114.30999755859375,115.58999633789062,66134200.0,112.71995544433594
47,2016-10-25,118.36000061035156,117.30999755859375,117.94999694824219,118.25,48129000.0,115.31391906738281
48,2016-10-24,117.73999786376953,117.0,117.0999984741211,117.6500015258789,23538700.0,114.72879791259766
49,2016-10-21,116.91000366210938,116.27999877929688,116.80999755859375,116.5999984741211,23192700.0,113.70487213134766
50,2016-10-20,117.37999725341797,116.33000183105469,116.86000061035156,117.05999755859375,24125800.0,114.15345764160156
51,2016-10-19,117.76000213623047,113.80000305175781,117.25,117.12000274658203,20034600.0,114.21196746826172
52,2016-10-18,118.20999908447266,117.44999694824219,118.18000030517578,117.47000122070312,24553500.0,114.55328369140625
53,2016-10-17,117.83999633789062,116.77999877929688,117.33000183105469,117.55000305175781,23624900.0,114.63129425048828
54,2016-10-14,118.16999816894531,117.12999725341797,117.87999725341797,117.62999725341797,35652200.0,114.70930480957031
55,2016-10-13,117.44000244140625,115.72000122070312,116.79000091552734,116.9800033569336,35192400.0,114.075439453125
56,2016-10-12,117.9800033569336,116.75,117.3499984741211,117.33999633789062,37586800.0,114.42650604248047
57,2016-10-11,118.69000244140625,116.19999694824219,117.69999694824219,116.30000305175781,64041000.0,113.4123306274414
58,2016-10-10,116.75,114.72000122070312,115.0199966430664,116.05000305175781,36236000.0,113.16854095458984
59,2016-10-07,114.55999755859375,113.51000213623047,114.30999755859375,114.05999755859375,24358400.0,111.22794342041016
60,2016-10-06,114.33999633789062,113.12999725341797,113.69999694824219,113.88999938964844,28779300.0,111.06217193603516
61,2016-10-05,113.66000366210938,112.69000244140625,113.4000015258789,113.05000305175781,21453100.0,110.24303436279297
62,2016-10-04,114.30999755859375,112.62999725341797,113.05999755859375,113.0,29736800.0,110.19426727294922
63,2016-10-03,113.05000305175781,112.27999877929688,112.70999908447266,112.5199966430664,21701800.0,109.72618103027344
64,2016-09-30,113.37000274658203,111.80000305175781,112.45999908447266,113.05000305175781,36379100.0,110.24303436279297
65,2016-09-29,113.80000305175781,111.80000305175781,113.16000366210938,112.18000030517578,35887000.0,109.39462280273438
66,2016-09-28,114.63999938964844,113.43000030517578,113.69000244140625,113.94999694824219,29641100.0,111.12067413330078
67,2016-09-27,113.18000030517578,112.33999633789062,113.0,113.08999633789062,24607400.0,110.28202819824219
68,2016-09-26,113.38999938964844,111.55000305175781,111.63999938964844,112.87999725341797,29869400.0,110.07723236083984
69,2016-09-23,114.79000091552734,111.55000305175781,114.41999816894531,112.70999908447266,52481200.0,109.91146850585938
70,2016-09-22,114.94000244140625,114.0,114.3499984741211,114.62000274658203,31074000.0,111.7740478515625
71,2016-09-21,113.98999786376953,112.44000244140625,113.8499984741211,113.55000305175781,36003200.0,110.73060607910156
72,2016-09-20,114.12000274658203,112.51000213623047,113.05000305175781,113.56999969482422,34514300.0,110.75011444091797
73,2016-09-19,116.18000030517578,113.25,115.19000244140625,113.58000183105469,47023000.0,110.7598648071289
74,2016-09-16,116.12999725341797,114.04000091552734,115.12000274658203,114.91999816894531,79886900.0,112.06658935546875
75,2016-09-15,115.7300033569336,113.48999786376953,113.86000061035156,115.56999969482422,89983600.0,112.70044708251953
76,2016-09-14,113.02999877929688,108.5999984741211,108.7300033569336,111.7699966430664,110888700.0,108.99480438232422
77,2016-09-13,108.79000091552734,107.23999786376953,107.51000213623047,107.94999694824219,62176200.0,105.2696533203125
78,2016-09-12,105.72000122070312,102.52999877929688,102.6500015258789,105.44000244140625,45292800.0,102.82197570800781
79,2016-09-09,105.72000122070312,103.12999725341797,104.63999938964844,103.12999725341797,46557000.0,100.56932830810547
80,2016-09-08,107.2699966430664,105.23999786376953,107.25,105.5199966430664,53002000.0,102.9000015258789
81,2016-09-07,108.76000213623047,107.06999969482422,107.83000183105469,108.36000061035156,42364300.0,105.66947937011719
82,2016-09-06,108.30000305175781,107.51000213623047,107.9000015258789,107.69999694824219,26880400.0,105.0258560180664
83,2016-09-02,108.0,106.81999969482422,107.69999694824219,107.7300033569336,26802500.0,105.05512237548828
84,2016-09-01,106.80000305175781,105.62000274658203,106.13999938964844,106.7300033569336,26701500.0,104.0799560546875
85,2016-08-31,106.56999969482422,105.63999938964844,105.66000366210938,106.0999984741211,29662400.0,103.46558380126953
86,2016-08-30,106.5,105.5,105.80000305175781,106.0,24863900.0,103.3680648803711
87,2016-08-29,107.44000244140625,106.29000091552734,106.62000274658203,106.81999969482422,24970300.0,104.16770935058594
88,2016-08-26,107.94999694824219,106.30999755859375,107.41000366210938,106.94000244140625,27766300.0,104.28473663330078
89,2016-08-25,107.87999725341797,106.68000030517578,107.38999938964844,107.56999969482422,25086200.0,104.89908599853516
90,2016-08-24,108.75,107.68000030517578,108.56999969482422,108.02999877929688,23675100.0,105.34767150878906
91,2016-08-23,109.31999969482422,108.52999877929688,108.58999633789062,108.8499984741211,21257700.0,106.14730072021484
92,2016-08-22,109.0999984741211,107.8499984741211,108.86000061035156,108.51000213623047,25820200.0,105.81575012207031
93,2016-08-19,109.69000244140625,108.36000061035156,108.7699966430664,109.36000061035156,25368100.0,106.64463806152344
94,2016-08-18,109.5999984741211,109.0199966430664,109.2300033569336,109.08000183105469,21984700.0,106.3716049194336
95,2016-08-17,109.37000274658203,108.33999633789062,109.0999984741211,109.22000122070312,25356000.0,106.50812530517578
96,2016-08-16,110.2300033569336,109.20999908447266,109.62999725341797,109.37999725341797,33794400.0,106.66413879394531
97,2016-08-15,109.54000091552734,108.08000183105469,108.13999938964844,109.4800033569336,25868200.0,106.76166534423828
98,2016-08-12,108.44000244140625,107.77999877929688,107.77999877929688,108.18000030517578,18660400.0,105.49394226074219
99,2016-08-11,108.93000030517578,107.8499984741211,108.5199966430664,107.93000030517578,27484500.0,105.25015258789062
100,2016-08-10,108.9000015258789,107.76000213623047,108.70999908447266,108.0,24008500.0,105.31841278076172
101,2016-08-09,108.94000244140625,108.01000213623047,108.2300033569336,108.80999755859375,26315200.0,106.1082992553711
102,2016-08-08,108.37000274658203,107.16000366210938,107.5199966430664,108.37000274658203,28037200.0,105.6792221069336
103,2016-08-05,107.6500015258789,106.18000030517578,106.2699966430664,107.4800033569336,40553400.0,104.81131744384766
104,2016-08-04,106.0,105.27999877929688,105.58000183105469,105.87000274658203,27408700.0,103.2413101196289
106,2016-08-03,105.83999633789062,104.7699966430664,104.80999755859375,105.79000091552734,30202600.0,102.6074447631836
107,2016-08-02,106.06999969482422,104.0,106.05000305175781,104.4800033569336,33816600.0,101.33685302734375
108,2016-08-01,106.1500015258789,104.41000366210938,104.41000366210938,106.05000305175781,38167900.0,102.85961151123047
109,2016-07-29,104.55000305175781,103.68000030517578,104.19000244140625,104.20999908447266,27733700.0,101.0749740600586
110,2016-07-28,104.44999694824219,102.81999969482422,102.83000183105469,104.33999633789062,39869800.0,101.20105743408203
111,2016-07-27,104.3499984741211,102.75,104.2699966430664,102.94999694824219,92344800.0,99.8528823852539
112,2016-07-26,97.97000122070312,96.41999816894531,96.81999969482422,96.66999816894531,56239800.0,93.76180267333984
113,2016-07-25,98.83999633789062,96.91999816894531,98.25,97.33999633789062,40382900.0,94.4116439819336
114,2016-07-22,99.30000305175781,98.30999755859375,99.26000213623047,98.66000366210938,28313700.0,95.69194030761719
115,2016-07-21,101.0,99.12999725341797,99.83000183105469,99.43000030517578,32702000.0,96.43877410888672
116,2016-07-20,100.45999908447266,99.73999786376953,100.0,99.95999908447266,26276000.0,96.95283508300781
117,2016-07-19,100.0,99.33999633789062,99.55999755859375,99.87000274658203,23779900.0,96.86553192138672
118,2016-07-18,100.12999725341797,98.5999984741211,98.69999694824219,99.83000183105469,36493900.0,96.82673645019531
119,2016-07-15,99.30000305175781,98.5,98.91999816894531,98.77999877929688,30137000.0,95.8083267211914
120,2016-07-14,98.98999786376953,97.31999969482422,97.38999938964844,98.79000091552734,38919000.0,95.81803894042969
121,2016-07-13,97.66999816894531,96.83999633789062,97.41000366210938,96.87000274658203,25892200.0,93.95579528808594
122,2016-07-12,97.69999694824219,97.12000274658203,97.16999816894531,97.41999816894531,24167500.0,94.4892349243164
123,2016-07-11,97.6500015258789,96.7300033569336,96.75,96.9800033569336,23794900.0,94.06246948242188
124,2016-07-08,96.88999938964844,96.05000305175781,96.48999786376953,96.68000030517578,28912100.0,93.7715072631836
125,2016-07-07,96.5,95.62000274658203,95.69999694824219,95.94000244140625,25139600.0,93.05376434326172
126,2016-07-06,95.66000366210938,94.37000274658203,94.5999984741211,95.52999877929688,30949100.0,92.6561050415039
127,2016-07-05,95.4000015258789,94.45999908447266,95.38999938964844,94.98999786376953,27705200.0,92.13233184814453
128,2016-07-01,96.47000122070312,95.33000183105469,95.48999786376953,95.88999938964844,26026500.0,93.00526428222656
129,2016-06-30,95.7699966430664,94.30000305175781,94.44000244140625,95.5999984741211,35836400.0,92.72399139404297
